waveVectorLength structureFactorValue
   0.312870873915983  0.00378455175936513
   0.312870873915983  0.00378455175936513
   0.312870873915983 0.000301317742584283
   0.312870873915983 0.000319553449225462
   0.312870873915983 0.000301317742584283
   0.312870873915983 0.000319553449225462
   0.442466233163506  0.00626278845714858
   0.442466233163506 0.000305469955877286
   0.442466233163506  0.00061411578405049
   0.442466233163506 0.000194211862834195
   0.442466233163506 0.000194211862834195
   0.442466233163506 0.000226598933565374
   0.442466233163506  0.00318403351758204
   0.442466233163506  0.00318403351758204
   0.442466233163506  0.00626278845714858
   0.442466233163506 0.000305469955877286
   0.442466233163506  0.00061411578405049
   0.442466233163506 0.000226598933565374
   0.541908249830959  0.00019538861917563
   0.541908249830959  0.00275371216738983
   0.541908249830959  0.00019538861917563
   0.541908249830959  0.00275371216738983
   0.541908249830959  0.00140018152723724
   0.541908249830959  0.00140018152723724
   0.541908249830959 0.000317401699488203
   0.541908249830959 0.000317401699488203
   0.625741747831967  0.00172149668077278
   0.625741747831967  0.00172149668077278
   0.625741747831967   0.0048056936869017
   0.625741747831967  0.00589327884590058
   0.625741747831967  0.00589327884590058
   0.625741747831967   0.0048056936869017
   0.699600542255905 0.000940867495718748
   0.699600542255905 0.000612668627658328
   0.699600542255905  0.00145886160111206
   0.699600542255905 0.000356926698270454
   0.699600542255905  0.00215314869796246
   0.699600542255905  0.00144418819198428
   0.699600542255905  0.00444033932775201
   0.699600542255905 0.000940867495718748
   0.699600542255905  0.00286728839610226
   0.699600542255905  0.00145886160111206
   0.699600542255905 0.000366798808247076
   0.699600542255905  0.00144418819198428
   0.699600542255905  0.00180187586660244
   0.699600542255905 0.000356926698270454
   0.699600542255905 0.000366798808247076
   0.699600542255905  0.00180187586660244
   0.699600542255905 0.000117925209967909
   0.699600542255905  0.00516467968432783
   0.699600542255905 0.000612668627658328
   0.699600542255905  0.00444033932775201
   0.699600542255905  0.00516467968432783
   0.699600542255905  0.00286728839610226
   0.699600542255905 0.000117925209967909
   0.699600542255905  0.00215314869796246
    0.76637399647281  0.00194236713610301
    0.76637399647281  0.00311177601034972
    0.76637399647281  0.00186566152325373
    0.76637399647281  0.00311177601034972
    0.76637399647281  0.00678631550474681
    0.76637399647281 0.000283662116358298
    0.76637399647281 0.000630295361286032
    0.76637399647281  0.00128319783285824
    0.76637399647281  0.00194236713610301
    0.76637399647281 0.000542997631227372
    0.76637399647281  0.00128319783285824
    0.76637399647281  0.00186566152325373
    0.76637399647281 0.000283662116358298
    0.76637399647281 0.000542997631227372
    0.76637399647281 0.000630295361286032
    0.76637399647281  0.00678631550474681
    0.76637399647281  0.00439244628754739
    0.76637399647281 0.000501556627924041
    0.76637399647281  0.00152701160134519
    0.76637399647281 0.000501556627924041
    0.76637399647281  0.00240611249284575
    0.76637399647281  0.00152701160134519
    0.76637399647281  0.00439244628754739
    0.76637399647281  0.00240611249284575
   0.884932466327013 0.000617496486638129
   0.884932466327013 0.000142705129156062
   0.884932466327013   0.0194940688832916
   0.884932466327013 0.000617496486638129
   0.884932466327013 0.000249968585464572
   0.884932466327013 0.000142705129156062
   0.884932466327013  0.00315426193364582
   0.884932466327013   0.0194940688832916
   0.884932466327013  0.00315426193364582
   0.884932466327013 0.000249968585464572
   0.884932466327013   0.0113823882008304
   0.884932466327013   0.0113823882008304
    0.93861262174795  0.00127484133230154
    0.93861262174795  0.00231325126656765
    0.93861262174795  0.00793389048831478
    0.93861262174795  0.00298642307346077
    0.93861262174795  0.00793389048831478
    0.93861262174795  0.00298642307346077
    0.93861262174795  0.00168843120351546
    0.93861262174795  0.00146347173830535
    0.93861262174795 0.000887476988093029
    0.93861262174795  0.00386795502804404
    0.93861262174795  0.00464450166487373
    0.93861262174795 0.000214931513139524
    0.93861262174795  0.00018207266363524
    0.93861262174795  0.00127484133230154
    0.93861262174795  0.00173150578692593
    0.93861262174795  0.00168843120351546
    0.93861262174795  0.00386795502804404
    0.93861262174795  0.00464450166487373
    0.93861262174795   0.0213819282923117
    0.93861262174795  0.00018207266363524
    0.93861262174795   0.0213819282923117
    0.93861262174795 0.000887476988093029
    0.93861262174795  0.00173150578692593
    0.93861262174795  0.00231325126656765
    0.93861262174795  0.00343860185002506
    0.93861262174795  0.00146347173830535
    0.93861262174795 0.000214931513139524
    0.93861262174795  0.00203338451625556
    0.93861262174795  0.00203338451625556
    0.93861262174795  0.00343860185002506
   0.989384575101872 0.000393397304171326
   0.989384575101872   0.0025661526827693
   0.989384575101872  0.00102945856649213
   0.989384575101872 0.000205617477075257
   0.989384575101872   0.0023501635958692
   0.989384575101872  0.00232799544418475
   0.989384575101872   0.0183975902515567
   0.989384575101872   0.0183975902515567
   0.989384575101872  0.00102945856649213
   0.989384575101872 0.000393397304171326
   0.989384575101872 0.000476910216764191
   0.989384575101872   0.0018369894248884
   0.989384575101872  0.00232799544418475
   0.989384575101872  0.00246388680820058
   0.989384575101872 0.000737215357429792
   0.989384575101872  0.00903572252133927
   0.989384575101872 0.000205617477075257
   0.989384575101872   0.0018369894248884
   0.989384575101872 0.000476910216764191
   0.989384575101872   0.0023501635958692
   0.989384575101872  0.00903572252133927
   0.989384575101872 0.000737215357429792
   0.989384575101872   0.0025661526827693
   0.989384575101872  0.00246388680820058
    1.03767529660991  0.00861217064855082
    1.03767529660991  0.00394556117338543
    1.03767529660991  0.00445072070441617
    1.03767529660991   0.0015576433810847
    1.03767529660991  0.00117231421258398
    1.03767529660991  0.00477313994814817
    1.03767529660991   0.0028166548152422
    1.03767529660991  0.00190256783583437
    1.03767529660991  0.00244851082388273
    1.03767529660991   0.0028166548152422
    1.03767529660991   0.0015576433810847
    1.03767529660991  0.00604367965869636
    1.03767529660991  0.00278924677586994
    1.03767529660991  0.00604367965869636
    1.03767529660991  0.00278924677586994
    1.03767529660991  0.00477313994814817
    1.03767529660991  0.00445072070441617
    1.03767529660991  0.00117231421258398
    1.03767529660991  0.00988885474629072
    1.03767529660991  0.00190256783583437
    1.03767529660991  0.00394556117338543
    1.03767529660991  0.00244851082388273
    1.03767529660991  0.00988885474629072
    1.03767529660991  0.00861217064855082
    1.08381649966192  0.00371266514179537
    1.08381649966192   0.0208681946435667
    1.08381649966192  0.00500124632412134
    1.08381649966192    0.012086795424387
    1.08381649966192    0.012086795424387
    1.08381649966192  0.00371266514179537
    1.08381649966192  0.00500124632412134
    1.08381649966192   0.0208681946435667
    1.12807197850331  0.00536829582240685
    1.12807197850331    0.002501332720355
    1.12807197850331    0.002501332720355
    1.12807197850331   0.0023414129246886
    1.12807197850331   0.0116137673356483
    1.12807197850331  0.00803160636252868
    1.12807197850331   0.0116137673356483
    1.12807197850331  0.00179996537104781
    1.12807197850331  0.00664689498170853
    1.12807197850331  0.00503153763328673
    1.12807197850331  0.00179996537104781
    1.12807197850331   0.0072484272429554
    1.12807197850331  0.00536829582240685
    1.12807197850331  0.00503153763328673
    1.12807197850331   0.0072484272429554
    1.12807197850331  0.00803160636252868
    1.12807197850331   0.0023414129246886
    1.12807197850331  0.00438421302337082
    1.12807197850331  0.00438421302337082
    1.12807197850331  0.00664689498170853
    1.12807197850331  0.00740426898000654
    1.12807197850331  0.00740426898000654
    1.12807197850331   0.0001038812289615
    1.12807197850331   0.0001038812289615
    1.17065561649416  0.00745653307055619
    1.17065561649416  0.00256498544308337
    1.17065561649416   0.0037299049098042
    1.17065561649416  0.00748729136766906
    1.17065561649416   0.0204254715255073
    1.17065561649416  0.00165858623847532
    1.17065561649416  0.00748729136766906
    1.17065561649416  0.00446984988979082
    1.17065561649416  0.00788818030060418
    1.17065561649416  0.00510902656957735
    1.17065561649416   0.0019565833250534
    1.17065561649416  0.00745653307055619
    1.17065561649416  0.00904425427173131
    1.17065561649416  0.00571517849637585
    1.17065561649416  0.00904425427173131
    1.17065561649416   0.0186589171504824
    1.17065561649416  0.00788818030060418
    1.17065561649416   0.0122596161816277
    1.17065561649416  0.00510902656957735
    1.17065561649416  0.00078049699659437
    1.17065561649416   0.0204254715255073
    1.17065561649416  0.00571517849637585
    1.17065561649416    0.013957661343823
    1.17065561649416  0.00109686933346531
    1.17065561649416  0.00499973909286923
    1.17065561649416   0.0060317416115326
    1.17065561649416  0.00446984988979082
    1.17065561649416  0.00239804752307121
    1.17065561649416  0.00165858623847532
    1.17065561649416   0.0037299049098042
    1.17065561649416   0.0122596161816277
    1.17065561649416  0.00256498544308337
    1.17065561649416   0.0060317416115326
    1.17065561649416  0.00239804752307121
    1.17065561649416    0.013957661343823
    1.17065561649416 0.000909364879266837
    1.17065561649416  0.00192190601603973
    1.17065561649416 0.000909364879266837
    1.17065561649416   0.0186589171504824
    1.17065561649416  0.00499973909286923
    1.17065561649416  0.00192190601603973
    1.17065561649416  0.00078049699659437
    1.17065561649416  0.00382545004015312
    1.17065561649416  0.00247600775429097
    1.17065561649416  0.00382545004015312
    1.17065561649416  0.00247600775429097
    1.17065561649416  0.00109686933346531
    1.17065561649416   0.0019565833250534
    1.25148349566393  0.00135186438517187
    1.25148349566393  0.00294632966357551
    1.25148349566393  0.00199778461467583
    1.25148349566393  0.00294632966357551
    1.25148349566393  0.00135186438517187
    1.25148349566393  0.00199778461467583
     1.2899996603349  0.00312192860566261
     1.2899996603349 0.000189683264393782
     1.2899996603349  0.00017118563154124
     1.2899996603349 0.000189683264393782
     1.2899996603349   0.0149372695384846
     1.2899996603349 0.000202087826415002
     1.2899996603349  0.00162407417886757
     1.2899996603349  0.00284964550953375
     1.2899996603349   0.0144018461585896
     1.2899996603349  0.00835799575059737
     1.2899996603349  0.00585478301563484
     1.2899996603349  0.00121942279646634
     1.2899996603349  0.00162407417886757
     1.2899996603349  0.00163425842336705
     1.2899996603349  0.00585478301563484
     1.2899996603349    0.013053490612792
     1.2899996603349 0.000114577040998162
     1.2899996603349  0.00835799575059737
     1.2899996603349  0.00259732093881076
     1.2899996603349  0.00015563440450534
     1.2899996603349  0.00163425842336705
     1.2899996603349   0.0159095319275943
     1.2899996603349  0.00288110078529249
     1.2899996603349  0.00803174544614807
     1.2899996603349  0.00184030992833535
     1.2899996603349  0.00545494965690495
     1.2899996603349   0.0144018461585896
     1.2899996603349    0.013053490612792
     1.2899996603349  0.00121942279646634
     1.2899996603349  0.00284964550953375
     1.2899996603349  0.00259732093881076
     1.2899996603349 0.000202087826415002
     1.2899996603349   0.0159095319275943
     1.2899996603349  0.00184030992833535
     1.2899996603349  0.00285945264488067
     1.2899996603349  0.00312192860566261
     1.2899996603349  0.00113664270322025
     1.2899996603349  0.00015563440450534
     1.2899996603349  0.00113664270322025
     1.2899996603349 0.000114577040998162
     1.2899996603349  0.00285945264488067
     1.2899996603349  0.00545494965690495
     1.2899996603349   0.0149372695384846
     1.2899996603349  0.00440410013610044
     1.2899996603349  0.00017118563154124
     1.2899996603349  0.00803174544614807
     1.2899996603349  0.00288110078529249
     1.2899996603349  0.00440410013610044
    1.32739869949052 0.000541997058056421
    1.32739869949052  0.00480430964720841
    1.32739869949052  0.00676443417468915
    1.32739869949052  0.00676443417468915
    1.32739869949052  0.00332445387899152
    1.32739869949052 0.000115972228214665
    1.32739869949052  0.00264432294063331
    1.32739869949052  0.00332445387899152
    1.32739869949052  0.00947809992076253
    1.32739869949052  0.00267230276931058
    1.32739869949052  0.00480430964720841
    1.32739869949052  0.00220793172823466
    1.32739869949052 0.000115972228214665
    1.32739869949052  0.00264432294063331
    1.32739869949052 0.000210867103257309
    1.32739869949052 0.000210867103257309
    1.32739869949052  0.00220793172823466
    1.32739869949052  0.00270920723129545
    1.32739869949052  0.00390472449381027
    1.32739869949052  0.00676305403029804
    1.32739869949052  0.00323039042410313
    1.32739869949052 0.000541997058056421
    1.32739869949052  0.00390472449381027
    1.32739869949052  0.00270920723129545
    1.32739869949052  0.00323039042410313
    1.32739869949052  0.00267230276931058
    1.32739869949052  0.00947809992076253
    1.32739869949052  0.00676305403029804
    1.32739869949052 0.000266513716052974
    1.32739869949052  0.00556994252640546
    1.32739869949052 0.000266513716052974
    1.32739869949052  0.00556994252640546
    1.32739869949052  0.00555181443599494
    1.32739869949052  0.00555181443599494
    1.32739869949052  0.00424959275469609
    1.32739869949052  0.00424959275469609
    1.36377252177703  0.00381285078968355
    1.36377252177703  0.00248649744588805
    1.36377252177703  0.00733694694109663
    1.36377252177703 0.000107670992210204
    1.36377252177703  0.00538397959809652
    1.36377252177703  0.00152657830545546
    1.36377252177703  0.00519318980146262
    1.36377252177703   0.0152929723092402
    1.36377252177703   0.0153402983406915
    1.36377252177703 0.000442559607442154
    1.36377252177703  0.00248649744588805
    1.36377252177703  0.00105281291385158
    1.36377252177703  0.00733694694109663
    1.36377252177703  0.00152657830545546
    1.36377252177703  0.00139405078521411
    1.36377252177703  0.00105281291385158
    1.36377252177703  0.00538397959809652
    1.36377252177703  0.00139405078521411
    1.36377252177703   0.0153402983406915
    1.36377252177703   0.0152929723092402
    1.36377252177703 0.000442559607442154
    1.36377252177703 0.000107670992210204
    1.36377252177703  0.00519318980146262
    1.36377252177703  0.00381285078968355
    1.39920108451181  0.00262224571936838
    1.39920108451181  0.00721104870613488
    1.39920108451181   0.0141474740265331
    1.39920108451181  0.00298667283053431
    1.39920108451181  0.00235222801583554
    1.39920108451181  0.00323160380990327
    1.39920108451181  0.00721104870613488
    1.39920108451181   0.0196273463332092
    1.39920108451181  0.00514224737947497
    1.39920108451181  0.00834190962566657
    1.39920108451181   0.0141474740265331
    1.39920108451181  0.00834190962566657
    1.39920108451181  0.00127779327730344
    1.39920108451181  0.00262224571936838
    1.39920108451181  0.00363078894245503
    1.39920108451181  0.00363078894245503
    1.39920108451181  0.00217222832572065
    1.39920108451181  0.00217222832572065
    1.39920108451181   0.0196273463332092
    1.39920108451181  0.00298667283053431
    1.39920108451181  0.00127779327730344
    1.39920108451181  0.00514224737947497
    1.39920108451181  0.00323160380990327
    1.39920108451181  0.00235222801583554
    1.43375446246698  0.00980765551822069
    1.43375446246698  0.00241350207583554
    1.43375446246698    0.003181514738292
    1.43375446246698  0.00581714574914132
    1.43375446246698   0.0015663521272875
    1.43375446246698  0.00980765551822069
    1.43375446246698    0.003142821607959
    1.43375446246698 0.000438246311864519
    1.43375446246698  0.00175827728702085
    1.43375446246698   0.0161782459580375
    1.43375446246698   0.0161782459580375
    1.43375446246698 0.000763636349793733
    1.43375446246698   0.0015663521272875
    1.43375446246698   0.0195728738121378
    1.43375446246698  0.00127112022176432
    1.43375446246698   0.0195728738121378
