fcc hcp ico 
0.161514 0.12604 0.215461 
0.209356 0.14392 0.252858 
0.226253 0.166774 0.276479 
0.208094 0.156332 0.257084 
0.195326 0.133611 0.243162 
0.217682 0.158294 0.267683 
0.164447 0.127776 0.196688 
0.187166 0.138406 0.24048 
0.197382 0.129667 0.241069 
0.222573 0.158818 0.283771 
0.176854 0.127293 0.235515 
0.173742 0.140332 0.209021 
0.185649 0.136492 0.239274 
0.154693 0.13896 0.202807 
0.227033 0.168244 0.269728 
0.196655 0.117232 0.256016 
0.208806 0.143394 0.25923 
0.185135 0.126179 0.22802 
0.20406 0.138104 0.258249 
0.177066 0.122797 0.237655 
0.17105 0.131988 0.209099 
0.230641 0.170853 0.285227 
0.216068 0.158476 0.272903 
0.189374 0.133109 0.251703 
0.192679 0.141071 0.25301 
0.194661 0.122645 0.254432 
0.21405 0.163156 0.25988 
0.213538 0.158322 0.251535 
0.198763 0.145252 0.242033 
0.157827 0.12586 0.193108 
0.1921 0.128675 0.245193 
0.193506 0.149274 0.226027 
0.170557 0.133376 0.217321 
0.21875 0.15889 0.270672 
0.214385 0.143757 0.261444 
0.176632 0.12242 0.231218 
0.201562 0.15301 0.251923 
0.205127 0.136493 0.270745 
0.202585 0.149413 0.25662 
0.216511 0.164061 0.261245 
0.226736 0.172887 0.286729 
0.165331 0.146484 0.19166 
0.184695 0.138438 0.226276 
0.217742 0.157102 0.270194 
0.188057 0.148727 0.222553 
0.147852 0.118729 0.215151 
0.206877 0.147131 0.261774 
0.188003 0.131074 0.239853 
0.19945 0.155581 0.242566 
0.217792 0.161304 0.258263 
0.185089 0.136938 0.234925 
0.183161 0.125981 0.233469 
0.212964 0.154431 0.263383 
0.21316 0.147707 0.267068 
0.182279 0.131683 0.224068 
0.235344 0.177011 0.278447 
0.224178 0.161538 0.278115 
0.190498 0.135425 0.251368 
0.186936 0.139795 0.217043 
0.205818 0.147015 0.259609 
0.225645 0.164715 0.277974 
0.197873 0.144149 0.231507 
0.0867563 0.135552 0.186659 
0.206492 0.135092 0.270784 
0.165503 0.0984628 0.229156 
0.210142 0.1512 0.27159 
0.175306 0.12033 0.227091 
0.190308 0.135891 0.245156 
0.199012 0.127003 0.263145 
0.177152 0.141741 0.204908 
0.188436 0.149555 0.239968 
0.189234 0.130616 0.250579 
0.193512 0.150159 0.253792 
0.210533 0.160609 0.256607 
0.235413 0.172974 0.283758 
0.198863 0.137484 0.258861 
0.222764 0.167024 0.286925 
0.215583 0.159922 0.272666 
0.183021 0.122499 0.236634 
0.193557 0.144987 0.251266 
0.233128 0.174949 0.289656 
0.216442 0.157436 0.2637 
0.218223 0.156305 0.268647 
0.186646 0.120244 0.218889 
0.223759 0.157824 0.276798 
0.166569 0.126365 0.222182 
0.175655 0.139461 0.220655 
0.225949 0.161429 0.276228 
0.232599 0.16633 0.292675 
0.213142 0.149444 0.268958 
0.19412 0.140362 0.246246 
0.218697 0.154345 0.267313 
0.177497 0.10861 0.235269 
0.236365 0.175366 0.296054 
0.229507 0.174641 0.270945 
0.166089 0.130877 0.217401 
0.231988 0.171013 0.293231 
0.167213 0.134065 0.220569 
0.211372 0.137092 0.275267 
0.193716 0.146946 0.250492 
0.158744 0.127113 0.196435 
0.202429 0.134548 0.260111 
0.144217 0.12882 0.230123 
0.199542 0.131638 0.254083 
0.212123 0.143564 0.266937 
0.224625 0.160414 0.281125 
0.169764 0.129703 0.225185 
0.186565 0.126988 0.242421 
0.182262 0.128705 0.24428 
0.219722 0.156171 0.265898 
0.204232 0.146632 0.246108 
0.19379 0.139154 0.236101 
0.14956 0.140214 0.198741 
0.13877 0.146579 0.180977 
0.214624 0.163943 0.26229 
0.182481 0.120184 0.239963 
0.145594 0.128738 0.207029 
0.196809 0.123864 0.251499 
0.189144 0.137697 0.224939 
0.240562 0.181561 0.289569 
0.208396 0.143205 0.252275 
0.156594 0.142666 0.208811 
0.190736 0.15353 0.21706 
0.191683 0.134261 0.222867 
0.222841 0.168518 0.268057 
0.184979 0.139336 0.245236 
0.158219 0.154083 0.167239 
0.224146 0.165833 0.27796 
0.178078 0.151495 0.188954 
0.188574 0.149303 0.226999 
0.185394 0.147229 0.214464 
0.190393 0.124077 0.247991 
0.21302 0.149443 0.275131 
0.222189 0.152769 0.271672 
0.214753 0.159785 0.271978 
0.206557 0.147282 0.250307 
0.196347 0.132436 0.240123 
0.211449 0.149977 0.258808 
0.179501 0.139858 0.237013 
0.198733 0.147896 0.246691 
0.210592 0.153511 0.278758 
0.171054 0.134251 0.214134 
0.228998 0.168827 0.282312 
0.242338 0.184389 0.300544 
0.197779 0.143649 0.249957 
0.153594 0.150217 0.180059 
0.188766 0.124062 0.232947 
0.212782 0.145216 0.258636 
0.153172 0.140169 0.206798 
0.207847 0.147708 0.261364 
0.23579 0.172638 0.293165 
0.199278 0.156778 0.24633 
0.174746 0.139984 0.234672 
0.201284 0.146288 0.235694 
0.196166 0.140086 0.237849 
0.239708 0.179725 0.29883 
0.202781 0.153262 0.243317 
0.183427 0.14507 0.232522 
0.1934 0.151914 0.221306 
0.215604 0.155568 0.278774 
0.176209 0.117669 0.222014 
0.201374 0.140959 0.262355 
0.234458 0.176243 0.286339 
0.210293 0.154503 0.253568 
0.176773 0.148079 0.227605 
0.19805 0.142011 0.235764 
0.16003 0.12507 0.216176 
0.200481 0.141954 0.268381 
0.14046 0.131668 0.207774 
0.189054 0.123309 0.231764 
0.21016 0.156817 0.255599 
0.207499 0.145842 0.251235 
0.171547 0.131028 0.208075 
0.18012 0.137951 0.214774 
0.22027 0.157812 0.272644 
0.222145 0.156507 0.265985 
0.205481 0.150595 0.268443 
0.168187 0.15349 0.170486 
0.220717 0.156704 0.269994 
0.193675 0.138927 0.259297 
0.213536 0.158022 0.265733 
0.205429 0.144643 0.25025 
0.174487 0.126489 0.233234 
0.191898 0.148931 0.247233 
0.2089 0.145272 0.259685 
0.179051 0.137303 0.222561 
0.217819 0.153821 0.275371 
0.175678 0.115278 0.208231 
0.203596 0.150543 0.26816 
0.229749 0.163496 0.290361 
0.149455 0.148661 0.196759 
0.221997 0.159938 0.27957 
0.213592 0.15364 0.264769 
0.200941 0.151856 0.252663 
0.221149 0.156735 0.273439 
0.225082 0.16428 0.270756 
0.213876 0.158943 0.26346 
0.211994 0.141131 0.261966 
0.204455 0.140503 0.257001 
0.188539 0.129946 0.243298 
0.217887 0.152519 0.267168 
0.19352 0.13046 0.250733 
0.192388 0.137152 0.227565 
0.191835 0.146531 0.237494 
0.212665 0.13934 0.269693 
0.223992 0.164615 0.283561 
0.201131 0.146228 0.264087 
0.168428 0.119058 0.222118 
0.204824 0.147008 0.254477 
0.226156 0.163543 0.279632 
0.205308 0.145955 0.2675 
0.164302 0.134071 0.197734 
0.205313 0.153284 0.255142 
0.205141 0.138226 0.266922 
0.237489 0.17859 0.296495 
0.195014 0.124342 0.244584 
0.208544 0.14229 0.267252 
0.224962 0.159109 0.275662 
0.158736 0.130636 0.207926 
0.219136 0.161959 0.276953 
0.217193 0.151633 0.2674 
0.190653 0.145969 0.24448 
0.198593 0.149404 0.242455 
0.211267 0.147412 0.256623 
0.213049 0.147861 0.260721 
0.195505 0.136535 0.246846 
0.160021 0.172864 0.12624 
0.212989 0.146486 0.267763 
0.188303 0.128446 0.239947 
0.215295 0.160586 0.265725 
0.243771 0.192363 0.290275 
0.212125 0.148976 0.267128 
0.219647 0.165907 0.258629 
0.213172 0.151776 0.262644 
0.163868 0.166334 0.152885 
0.226811 0.164614 0.284072 
0.207995 0.14882 0.247595 
0.168176 0.137013 0.215243 
0.128271 0.139839 0.192862 
0.18224 0.144202 0.207368 
0.175247 0.144915 0.194767 
0.163606 0.0821429 0.240079 
0.219938 0.146802 0.279038 
0.226549 0.164878 0.28356 
0.199349 0.13924 0.257909 
0.20737 0.147551 0.256798 
0.20704 0.14832 0.254954 
0.155853 0.129442 0.212401 
0.195763 0.151019 0.215689 
0.184599 0.134185 0.244767 
0.219454 0.152586 0.277917 
0.191573 0.151979 0.238706 
0.210387 0.146574 0.252582 
0.207352 0.158833 0.245044 
0.204047 0.155113 0.24526 
0.23602 0.169715 0.291153 
0.209618 0.16057 0.263206 
0.203624 0.142573 0.265493 
0.223061 0.175682 0.265714 
0.190416 0.139291 0.239841 
0.216107 0.158525 0.264576 
0.177844 0.144653 0.217227 
0.229197 0.160223 0.289179 
0.185775 0.138213 0.22635 
0.192742 0.149128 0.257076 
0.179518 0.133218 0.245913 
0.206342 0.151056 0.263546 
0.199439 0.141654 0.235372 
0.237489 0.174802 0.282141 
0.230404 0.172377 0.296365 
0.202756 0.141763 0.262506 
0.206679 0.150632 0.261278 
0.217805 0.156473 0.267718 
0.218245 0.156405 0.267653 
0.197113 0.136253 0.237993 
0.188622 0.133419 0.229136 
0.193234 0.15055 0.239228 
0.227586 0.172016 0.289793 
0.220617 0.166364 0.276553 
0.171784 0.117306 0.228779 
0.182189 0.143497 0.219049 
0.19591 0.135387 0.237791 
0.173957 0.123127 0.236585 
0.19506 0.122519 0.252039 
0.188405 0.138864 0.242928 
0.200596 0.147522 0.255456 
0.202893 0.136848 0.266162 
0.209435 0.149328 0.254966 
0.138953 0.122491 0.211252 
0.197776 0.136603 0.26259 
0.160128 0.12486 0.207065 
0.149003 0.152816 0.176854 
0.162892 0.12124 0.205654 
0.196896 0.145137 0.251581 
0.185077 0.13049 0.235726 
0.103724 0.132462 0.203054 
0.214033 0.155215 0.265111 
0.188829 0.135995 0.236345 
0.140942 0.11905 0.223196 
0.202 0.146297 0.257532 
0.194643 0.138853 0.239895 
0.196145 0.136367 0.242777 
0.187819 0.146125 0.237606 
0.214259 0.161996 0.265688 
0.178093 0.140874 0.214609 
0.198194 0.150325 0.24698 
0.16988 0.134378 0.200112 
0.196685 0.145012 0.230191 
0.210156 0.150423 0.252235 
0.197297 0.140882 0.259294 
0.174419 0.141089 0.183404 
0.182703 0.14156 0.240028 
0.199293 0.147611 0.244308 
0.23703 0.178964 0.295653 
0.16989 0.13086 0.217874 
0.145838 0.135897 0.217226 
0.17496 0.128313 0.236519 
0.244132 0.180559 0.293404 
0.219776 0.155746 0.271453 
0.187971 0.134014 0.254516 
0.216165 0.15654 0.278021 
0.235031 0.176051 0.28961 
0.159196 0.14032 0.1937 
0.196154 0.139286 0.244215 
0.189549 0.127455 0.237759 
0.224322 0.162124 0.280831 
0.173332 0.128463 0.219456 
0.131757 0.138882 0.201277 
0.230902 0.17539 0.274217 
0.216889 0.156701 0.255818 
0.210635 0.154542 0.254955 
0.223679 0.158183 0.273428 
0.211835 0.15139 0.265815 
0.218292 0.160917 0.281774 
0.199698 0.152525 0.248091 
0.226445 0.167051 0.268337 
0.203732 0.150976 0.25892 
0.187739 0.135925 0.239957 
0.188456 0.142933 0.229316 
0.166488 0.146664 0.190167 
0.197111 0.129108 0.251443 
0.201149 0.151435 0.24936 
0.211887 0.147155 0.25829 
0.186535 0.129049 0.21702 
0.177621 0.129939 0.230238 
0.207569 0.143487 0.266417 
0.189229 0.151569 0.251156 
0.171683 0.131258 0.220218 
0.203358 0.152465 0.256922 
0.202106 0.146085 0.25123 
0.215773 0.152991 0.269513 
0.177265 0.133671 0.20957 
0.16588 0.0918176 0.238931 
0.184167 0.143533 0.216766 
0.212338 0.16497 0.266279 
0.175432 0.138334 0.220054 
0.182177 0.143081 0.224009 
0.200429 0.14349 0.245609 
0.196362 0.15231 0.265794 
0.16905 0.130265 0.201233 
0.217211 0.154821 0.262821 
0.221922 0.16087 0.275209 
0.225478 0.163104 0.286965 
0.193496 0.127068 0.251396 
0.1784 0.144187 0.202532 
0.148438 0.129977 0.199045 
0.213645 0.160064 0.261733 
0.190118 0.119837 0.246711 
0.230897 0.166937 0.289717 
0.166993 0.138468 0.227012 
0.182298 0.121677 0.221511 
0.218716 0.147772 0.274452 
0.208838 0.156561 0.254222 
0.176021 0.143174 0.198376 
0.195975 0.157057 0.230422 
0.149326 0.157382 0.158453 
0.183979 0.149914 0.230826 
0.190858 0.147683 0.2314 
0.216455 0.154179 0.267695 
0.17743 0.134073 0.227886 
0.20019 0.146086 0.249924 
0.197162 0.136851 0.248004 
0.183104 0.118989 0.239144 
0.167048 0.124745 0.215447 
0.167582 0.138239 0.19317 
0.182031 0.130533 0.238606 
0.192181 0.143111 0.238994 
0.163367 0.162524 0.150479 
0.172406 0.127473 0.221311 
0.212688 0.154471 0.269898 
0.20919 0.149482 0.280085 
0.223834 0.169946 0.273291 
0.192108 0.134322 0.261015 
0.161251 0.104431 0.237355 
0.185757 0.139729 0.222906 
0.243008 0.185709 0.299352 
0.210736 0.154933 0.268588 
0.197903 0.139226 0.252393 
0.19987 0.145367 0.249779 
0.183274 0.140746 0.232129 
0.219109 0.165082 0.257434 
0.167143 0.126338 0.225669 
0.184991 0.106702 0.254412 
0.160349 0.136169 0.199935 
0.234164 0.17114 0.301553 
0.180724 0.12759 0.229546 
0.220904 0.16653 0.285217 
0.213328 0.147438 0.273739 
0.221851 0.164937 0.280121 
0.19647 0.136586 0.242676 
0.183731 0.12227 0.243404 
0.212221 0.155801 0.272019 
0.158805 0.129335 0.232024 
0.191766 0.136888 0.238108 
0.209217 0.154883 0.255303 
0.210811 0.154593 0.249258 
0.131363 0.111231 0.208932 
0.213855 0.155044 0.268639 
0.229651 0.167879 0.279799 
0.186764 0.131693 0.253044 
0.185798 0.125553 0.230275 
0.197024 0.147327 0.246482 
0.212308 0.156232 0.255895 
0.232336 0.162618 0.289541 
0.223306 0.159342 0.279879 
0.203641 0.14684 0.25428 
0.221982 0.164347 0.260793 
0.190349 0.137042 0.230651 
0.165046 0.112063 0.231944 
0.223874 0.168361 0.273056 
0.192788 0.134782 0.249312 
0.227986 0.170489 0.279709 
0.206584 0.159431 0.267607 
0.20187 0.139743 0.249915 
0.195161 0.135714 0.255462 
0.213025 0.163329 0.24554 
0.174954 0.12736 0.238838 
0.16831 0.149105 0.210231 
0.194328 0.131592 0.246047 
0.212824 0.145216 0.267939 
0.221722 0.158524 0.267126 
0.182935 0.143178 0.228869 
0.183649 0.140617 0.223191 
0.222481 0.164052 0.2759 
0.213459 0.153629 0.279825 
0.228192 0.162693 0.285567 
0.182759 0.136582 0.236146 
0.192023 0.143307 0.241326 
0.215792 0.160469 0.277552 
0.204109 0.145494 0.246525 
0.183247 0.146145 0.219118 
0.200343 0.141144 0.262718 
0.222708 0.160656 0.269722 
0.196739 0.145626 0.248873 
0.202977 0.14284 0.242001 
0.186897 0.161906 0.21805 
0.230806 0.166887 0.285458 
0.218585 0.160836 0.267405 
0.150631 0.137842 0.21013 
0.222658 0.157173 0.266678 
0.200129 0.128646 0.247293 
0.217214 0.152704 0.275756 
0.205719 0.160191 0.256376 
0.180809 0.131884 0.232682 
0.212136 0.145472 0.261461 
0.241921 0.180648 0.30535 
0.202699 0.146577 0.255003 
0.217639 0.150832 0.273495 
0.203813 0.14841 0.247145 
0.157401 0.123728 0.217798 
0.198063 0.14275 0.251275 
0.156738 0.133977 0.192073 
0.20589 0.143068 0.250789 
0.190604 0.117525 0.248803 
0.188387 0.13814 0.229141 
0.170713 0.124633 0.227228 
0.188517 0.138314 0.238626 
0.198134 0.14092 0.238907 
0.196425 0.131825 0.253074 
0.249903 0.187389 0.311146 
0.215431 0.157009 0.272534 
0.175315 0.123675 0.243203 
0.194776 0.131056 0.260661 
0.181351 0.122749 0.236405 
0.190458 0.141977 0.213918 
0.202864 0.147706 0.257075 
0.155934 0.118146 0.23107 
0.101153 0.133926 0.175436 
0.183884 0.126727 0.229431 
0.200757 0.145489 0.252238 
0.202201 0.147536 0.248383 
0.204322 0.160856 0.250479 
0.221742 0.159613 0.261684 
0.179298 0.13436 0.214115 
0.152546 0.1346 0.195367 
0.186122 0.131876 0.225973 
0.212266 0.15083 0.249865 
0.195628 0.131746 0.254589 
0.203625 0.147319 0.256093 
0.222785 0.157235 0.280108 
0.198072 0.142176 0.232266 
0.188262 0.129398 0.246627 
0.210492 0.149094 0.2697 
0.184975 0.126322 0.226709 
0.173236 0.117731 0.235558 
0.187865 0.140732 0.260685 
0.198757 0.148111 0.237689 
0.187853 0.127114 0.239802 
0.203389 0.127781 0.250657 
0.202924 0.145159 0.270281 
0.19857 0.146775 0.243747 
0.22829 0.173692 0.275852 
0.204801 0.137709 0.261043 
0.208756 0.152735 0.270796 
0.226183 0.159736 0.277536 
0.235363 0.181029 0.293342 
0.195368 0.125253 0.237744 
0.170092 0.135361 0.215765 
0.218998 0.160725 0.279897 
0.174598 0.13384 0.216999 
0.185803 0.136062 0.242474 
0.163879 0.117964 0.204752 
0.206038 0.148527 0.26493 
0.217687 0.160721 0.265175 
0.182109 0.126054 0.219195 
0.176185 0.110549 0.243484 
0.190108 0.122646 0.247371 
0.167193 0.146299 0.194627 
0.159304 0.131548 0.217793 
0.200833 0.141662 0.253543 
0.200847 0.143284 0.244218 
0.204278 0.143851 0.263482 
0.217628 0.146233 0.27952 
0.213155 0.154933 0.277997 
0.198261 0.133249 0.250799 
0.205202 0.145208 0.258138 
0.21003 0.161232 0.250565 
0.209206 0.150526 0.265242 
0.21434 0.141689 0.286626 
0.182693 0.125172 0.251105 
0.153464 0.125579 0.21964 
0.207744 0.147829 0.265402 
0.175426 0.13928 0.219472 
0.206688 0.13775 0.266015 
0.195219 0.12363 0.253871 
0.190239 0.148785 0.242292 
0.202219 0.152305 0.245773 
0.163342 0.141594 0.194411 
0.206875 0.147792 0.252251 
0.199239 0.128141 0.25395 
0.216869 0.157868 0.262537 
0.200454 0.145038 0.252269 
0.179034 0.134883 0.237866 
0.189801 0.139829 0.250503 
0.19812 0.133888 0.247699 
0.189643 0.115347 0.251793 
0.230907 0.171695 0.292174 
0.180177 0.137124 0.238704 
0.187324 0.138885 0.22021 
0.194705 0.134386 0.241375 
0.190809 0.13504 0.244498 
0.198615 0.148715 0.243774 
0.219966 0.164853 0.27313 
0.179437 0.123414 0.246205 
0.184485 0.137449 0.229334 
0.179271 0.133412 0.235835 
0.1442 0.124071 0.195101 
0.185428 0.135414 0.240095 
0.174914 0.110965 0.225235 
0.188919 0.133248 0.252487 
0.172376 0.121936 0.21693 
0.16446 0.132163 0.225662 
0.187836 0.131301 0.238251 
0.231145 0.166568 0.292381 
0.193432 0.142396 0.261196 
0.133351 0.136353 0.186626 
0.160551 0.147407 0.180266 
0.220964 0.161772 0.276641 
0.174206 0.13515 0.225918 
0.176008 0.115739 0.234085 
0.221485 0.150767 0.285836 
0.169481 0.128734 0.218973 
0.183005 0.136373 0.231995 
0.188074 0.141141 0.238516 
0.203771 0.139398 0.263114 
0.217472 0.1548 0.262939 
0.18888 0.141147 0.238976 
0.155194 0.0884064 0.229059 
0.170284 0.118567 0.238388 
0.221798 0.164691 0.267693 
0.207032 0.142203 0.262512 
0.223908 0.160157 0.288072 
0.202042 0.155555 0.238105 
0.18332 0.132622 0.249339 
0.190301 0.146675 0.248705 
0.175783 0.127691 0.220271 
0.218551 0.155497 0.259537 
0.223277 0.158239 0.288202 
0.194392 0.134324 0.231997 
0.210338 0.154988 0.25873 
0.177238 0.144262 0.223778 
0.19435 0.13008 0.247747 
0.166801 0.114049 0.221618 
0.204827 0.152023 0.259493 
0.207503 0.134191 0.264086 
0.170681 0.12453 0.224744 
0.179578 0.132914 0.236082 
0.220782 0.155257 0.280847 
0.180886 0.131418 0.230076 
0.236003 0.17488 0.295406 
0.19116 0.145219 0.248776 
0.215472 0.15002 0.271888 
0.178742 0.123146 0.230556 
0.188525 0.136459 0.243417 
0.20728 0.151764 0.266832 
0.165284 0.144268 0.185614 
0.202691 0.135834 0.268317 
0.187004 0.148176 0.250711 
0.170873 0.130059 0.235443 
0.199689 0.142348 0.266548 
0.220027 0.150827 0.287586 
0.202776 0.142658 0.261287 
0.193926 0.126814 0.255065 
0.141999 0.134825 0.205973 
0.217269 0.152395 0.264168 
0.17723 0.14731 0.227506 
0.193579 0.139303 0.243277 
0.205896 0.139973 0.262741 
0.209257 0.147721 0.270222 
0.177304 0.140741 0.214726 
0.192559 0.134148 0.241366 
0.141551 0.132494 0.22116 
0.21525 0.15938 0.273934 
0.206688 0.149351 0.263462 
0.227398 0.166278 0.283766 
0.114809 0.130094 0.201441 
0.227621 0.171076 0.274176 
0.186152 0.135585 0.243843 
0.195861 0.115974 0.257409 
0.189332 0.118778 0.258077 
0.219899 0.153778 0.272065 
0.215001 0.15605 0.25266 
0.195529 0.132909 0.247727 
0.169093 0.135441 0.198526 
0.231462 0.167682 0.28076 
0.197341 0.128452 0.270299 
0.23132 0.171554 0.282052 
0.217744 0.157934 0.276874 
0.206941 0.137475 0.249855 
0.194218 0.156987 0.21645 
0.188889 0.150168 0.220938 
0.20119 0.134457 0.261445 
0.201357 0.138235 0.26447 
0.19048 0.138153 0.232259 
0.185426 0.141525 0.237327 
0.174606 0.130465 0.215033 
0.182056 0.116315 0.253574 
0.227266 0.167232 0.268708 
0.206198 0.146036 0.237923 
0.212542 0.140646 0.276199 
0.183075 0.14789 0.243623 
0.194482 0.137224 0.239551 
0.220038 0.15858 0.27035 
0.177525 0.119291 0.246124 
0.198974 0.139961 0.250324 
0.241432 0.176834 0.296652 
0.201453 0.14872 0.258736 
0.230168 0.17561 0.282211 
0.175042 0.106775 0.235181 
0.105546 0.152842 0.156294 
0.187352 0.141484 0.232069 
0.173749 0.140545 0.219717 
0.186364 0.124456 0.238371 
0.182286 0.135892 0.230762 
0.233701 0.179799 0.279507 
0.239361 0.178941 0.286388 
0.196837 0.132476 0.243027 
0.184471 0.130847 0.243726 
0.200443 0.151866 0.252965 
0.214615 0.163255 0.256932 
0.179608 0.134298 0.234548 
0.226236 0.168466 0.279388 
0.175204 0.141965 0.223616 
0.191614 0.136693 0.239716 
0.185154 0.132885 0.227518 
0.254482 0.191907 0.312786 
0.220847 0.163275 0.276275 
0.154955 0.122482 0.193632 
0.194241 0.134055 0.237533 
0.187492 0.148765 0.222008 
0.204668 0.143253 0.254836 
0.204227 0.152166 0.249919 
0.202491 0.141475 0.252817 
0.169054 0.15442 0.218907 
0.205452 0.140392 0.255559 
0.207065 0.158798 0.238521 
0.191661 0.143925 0.231899 
0.17903 0.142244 0.224559 
0.242622 0.185256 0.278022 
0.211523 0.156524 0.262382 
0.19198 0.140895 0.235958 
0.223908 0.159578 0.277635 
0.216916 0.151548 0.267104 
0.164032 0.139678 0.185763 
0.198516 0.152048 0.22904 
0.215186 0.156086 0.27656 
0.208554 0.143378 0.261217 
0.233562 0.178865 0.283984 
0.205327 0.153582 0.263728 
0.217009 0.153248 0.272611 
0.237262 0.174723 0.282577 
0.198311 0.150913 0.247258 
0.215552 0.151206 0.260451 
0.194272 0.151305 0.231194 
0.234098 0.172492 0.288381 
0.207085 0.151369 0.263889 
0.173783 0.147049 0.206896 
0.197009 0.125309 0.259452 
0.232834 0.172564 0.281369 
0.184525 0.144022 0.216932 
0.206335 0.144558 0.252099 
0.227393 0.164273 0.264872 
0.180278 0.127049 0.199067 
0.226389 0.170593 0.267434 
0.222906 0.155723 0.287769 
0.173476 0.107726 0.223606 
0.208292 0.157073 0.267869 
0.220247 0.154374 0.280491 
0.176506 0.133734 0.223221 
0.199114 0.147072 0.252609 
0.208529 0.14372 0.253955 
0.191007 0.123396 0.227886 
0.165653 0.116914 0.212559 
0.189701 0.137111 0.245393 
0.157367 0.128989 0.214186 
0.186624 0.138889 0.214972 
0.151581 0.171694 0.129906 
0.204075 0.150189 0.275111 
0.204795 0.138681 0.260371 
0.161865 0.148123 0.176039 
0.191292 0.141856 0.254248 
0.16262 0.141091 0.220546 
0.203071 0.15027 0.247428 
0.194518 0.127898 0.251868 
0.210285 0.143691 0.262891 
0.193621 0.126066 0.249341 
0.163753 0.1518 0.189126 
0.185386 0.141382 0.215168 
0.202088 0.131973 0.25238 
0.209499 0.14637 0.25641 
0.187518 0.15172 0.229551 
0.205682 0.140586 0.256725 
0.177181 0.139281 0.196618 
0.181214 0.130141 0.238524 
0.175564 0.145765 0.199277 
0.18837 0.140124 0.249055 
0.15581 0.141078 0.210923 
0.215223 0.14982 0.278444 
0.202669 0.142644 0.238067 
0.176359 0.142067 0.206214 
0.187683 0.135448 0.225473 
0.210049 0.150536 0.25166 
0.214378 0.156208 0.264081 
0.185549 0.137239 0.238567 
0.181604 0.139709 0.235003 
0.213049 0.152919 0.263922 
0.175789 0.108683 0.239643 
0.17916 0.131056 0.239447 
0.164537 0.139324 0.21028 
0.206442 0.142569 0.256675 
0.223819 0.156861 0.279309 
0.202574 0.140227 0.262359 
0.207727 0.142963 0.263632 
0.213937 0.152188 0.275291 
0.203299 0.146834 0.261093 
0.196804 0.147147 0.257381 
0.191911 0.115787 0.25803 
0.191329 0.131552 0.245755 
0.224779 0.164992 0.268031 
0.17514 0.116259 0.230585 
0.181022 0.134055 0.220643 
0.203414 0.133788 0.259475 
0.167098 0.132985 0.198889 
0.173195 0.125055 0.228689 
0.141964 0.126725 0.174308 
0.210821 0.156497 0.25634 
0.193832 0.145791 0.214526 
0.195822 0.128178 0.261843 
0.162657 0.119549 0.20007 
0.20786 0.145402 0.270953 
0.223094 0.163129 0.278073 
0.188518 0.142047 0.234268 
0.141922 0.121956 0.222223 
0.164516 0.15282 0.156703 
0.180686 0.136073 0.234928 
0.205969 0.136917 0.261489 
0.153312 0.135608 0.210066 
0.195261 0.151958 0.251048 
0.200748 0.152611 0.255039 
0.201904 0.147145 0.261787 
0.148279 0.135698 0.199529 
0.220712 0.163385 0.2697 
0.179468 0.13746 0.215827 
0.216633 0.161404 0.272441 
0.170311 0.142883 0.201308 
0.198371 0.130272 0.253222 
0.178262 0.0956428 0.252038 
0.210459 0.156616 0.264606 
0.206499 0.149973 0.254387 
0.22276 0.158092 0.285025 
0.202966 0.150963 0.249402 
0.208846 0.150152 0.265533 
0.148618 0.0962194 0.229823 
0.183268 0.14969 0.20347 
0.181576 0.139172 0.225553 
0.207638 0.142523 0.25369 
0.230761 0.16735 0.290573 
0.214586 0.156801 0.281072 
0.186825 0.137933 0.237526 
0.158811 0.117957 0.223969 
0.230692 0.167693 0.272126 
0.187855 0.136966 0.226104 
0.177739 0.153246 0.210796 
0.199682 0.140192 0.243215 
0.22305 0.157148 0.284984 
0.214004 0.14983 0.268914 
0.217369 0.160235 0.273172 
0.175497 0.140177 0.217736 
0.224719 0.168688 0.268565 
0.209303 0.147291 0.257829 
0.214286 0.1601 0.269807 
0.180985 0.135129 0.214587 
0.189302 0.137844 0.245131 
0.173743 0.151695 0.214427 
0.204943 0.136495 0.262911 
0.197147 0.140966 0.263889 
0.22095 0.156715 0.285205 
0.162635 0.155385 0.170238 
0.187902 0.127816 0.239848 
0.216797 0.15216 0.266562 
0.194629 0.149495 0.237346 
0.192559 0.136061 0.244651 
0.193105 0.13903 0.23073 
0.179264 0.126078 0.223955 
0.168748 0.153884 0.20231 
0.17951 0.163421 0.179834 
0.213711 0.152009 0.266622 
0.199707 0.153696 0.237224 
0.187373 0.145082 0.247784 
0.150117 0.134637 0.16622 
0.202275 0.148185 0.250089 
0.228467 0.173006 0.287594 
0.167531 0.145537 0.194761 
0.171493 0.140141 0.214481 
0.226318 0.162761 0.284703 
0.153361 0.14475 0.189487 
0.153386 0.154987 0.15364 
0.17947 0.147407 0.204999 
0.162622 0.121835 0.205733 
0.227161 0.166907 0.284878 
0.195734 0.141594 0.239264 
0.234845 0.170738 0.289323 
0.228225 0.172009 0.279277 
0.174569 0.131624 0.211333 
0.186676 0.140084 0.238537 
0.188395 0.130614 0.242429 
0.21056 0.152071 0.249013 
0.136604 0.13882 0.177092 
0.161681 0.114926 0.216995 
0.194537 0.138012 0.243255 
0.195894 0.140331 0.251644 
0.212238 0.153516 0.267282 
0.167906 0.136335 0.216952 
0.161128 0.129839 0.197173 
